loss,accuracy,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.690221457377724,0.5201133144475921,99.79669713973999,True,False,,,1,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-37-57,1680547077,99.79669713973999,1443,MacBook-Pro-2,127.0.0.1,99.79669713973999,0,1,0.0022809505462646484
0.6906687643217004,0.5201133144475921,98.42317390441895,True,False,,,2,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-39-35,1680547175,198.21987104415894,1443,MacBook-Pro-2,127.0.0.1,198.21987104415894,0,2,0.0022809505462646484
0.6900769498037256,0.5201133144475921,97.84197807312012,True,False,,,3,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-41-13,1680547273,296.06184911727905,1443,MacBook-Pro-2,127.0.0.1,296.06184911727905,0,3,0.0022809505462646484
0.6902490206386732,0.5201133144475921,98.07400822639465,True,False,,,4,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-42-51,1680547371,394.1358573436737,1443,MacBook-Pro-2,127.0.0.1,394.1358573436737,0,4,0.0022809505462646484
0.6916760828184045,0.5201133144475921,98.32517766952515,True,False,,,5,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-44-29,1680547469,492.46103501319885,1443,MacBook-Pro-2,127.0.0.1,492.46103501319885,0,5,0.0022809505462646484
0.6965669419454492,0.5201133144475921,98.19831919670105,True,False,,,6,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-46-07,1680547567,590.6593542098999,1443,MacBook-Pro-2,127.0.0.1,590.6593542098999,0,6,0.0022809505462646484
0.690683574780174,0.5201133144475921,97.95681381225586,True,False,,,7,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-47-45,1680547665,688.6161680221558,1443,MacBook-Pro-2,127.0.0.1,688.6161680221558,0,7,0.0022809505462646484
0.6901978565298993,0.5201133144475921,98.14944815635681,True,False,,,8,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-49-23,1680547763,786.7656161785126,1443,MacBook-Pro-2,127.0.0.1,786.7656161785126,0,8,0.0022809505462646484
0.6904170228087384,0.5201133144475921,98.56530785560608,True,False,,,9,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-51-02,1680547862,885.3309240341187,1443,MacBook-Pro-2,127.0.0.1,885.3309240341187,0,9,0.0022809505462646484
0.6923606836277506,0.5201133144475921,98.92602705955505,True,False,,,10,f7641_00045,1b2924db4061408c9761225c4a15754f,2023-04-03_11-52-41,1680547961,984.2569510936737,1443,MacBook-Pro-2,127.0.0.1,984.2569510936737,0,10,0.0022809505462646484
