loss,accuracy,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.6915923804044724,0.5201133144475921,99.86706209182739,True,False,,,1,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-10-19,1680545419,99.86706209182739,1443,MacBook-Pro-2,127.0.0.1,99.86706209182739,0,1,0.0022809505462646484
0.6865805983543396,0.5201133144475921,98.18407487869263,True,False,,,2,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-11-57,1680545517,198.05113697052002,1443,MacBook-Pro-2,127.0.0.1,198.05113697052002,0,2,0.0022809505462646484
0.7008162587881088,0.5201133144475921,98.13471412658691,True,False,,,3,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-13-36,1680545616,296.18585109710693,1443,MacBook-Pro-2,127.0.0.1,296.18585109710693,0,3,0.0022809505462646484
0.6894393861293793,0.5201133144475921,98.05259013175964,True,False,,,4,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-15-14,1680545714,394.2384412288666,1443,MacBook-Pro-2,127.0.0.1,394.2384412288666,0,4,0.0022809505462646484
0.6866727123657862,0.5201133144475921,97.7639729976654,True,False,,,5,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-16-51,1680545811,492.002414226532,1443,MacBook-Pro-2,127.0.0.1,492.002414226532,0,5,0.0022809505462646484
0.6922541409730911,0.5201133144475921,97.76620483398438,True,False,,,6,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-18-29,1680545909,589.7686190605164,1443,MacBook-Pro-2,127.0.0.1,589.7686190605164,0,6,0.0022809505462646484
0.7016377846399943,0.5201133144475921,97.82155418395996,True,False,,,7,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-20-07,1680546007,687.5901732444763,1443,MacBook-Pro-2,127.0.0.1,687.5901732444763,0,7,0.0022809505462646484
0.6866536885499954,0.5201133144475921,97.80422616004944,True,False,,,8,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-21-45,1680546105,785.3943994045258,1443,MacBook-Pro-2,127.0.0.1,785.3943994045258,0,8,0.0022809505462646484
0.7001739939053854,0.5201133144475921,97.76513361930847,True,False,,,9,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-23-23,1680546203,883.1595330238342,1443,MacBook-Pro-2,127.0.0.1,883.1595330238342,0,9,0.0022809505462646484
0.68704920510451,0.5201133144475921,97.71291494369507,True,False,,,10,f7641_00040,1b2924db4061408c9761225c4a15754f,2023-04-03_11-25-00,1680546300,980.8724479675293,1443,MacBook-Pro-2,127.0.0.1,980.8724479675293,0,10,0.0022809505462646484
